Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type
53201,51109,ICMP,493,Control,HTTP
58459,32073,UDP,1448,Data,DNS
45607,44346,UDP,750,Data,DNS
45776,5103,UDP,936,Control,DNS
45136,44941,ICMP,281,Control,DNS
11232,61106,UDP,1208,Control,FTP
25270,21718,ICMP,850,Control,FTP
3041,50143,UDP,261,Data,FTP
19063,47466,UDP,346,Data,DNS
49949,38763,UDP,672,Data,HTTP
20873,19451,UDP,1017,Control,FTP
6338,37725,UDP,317,Control,FTP
25878,63552,TCP,1195,Control,HTTP
35860,3589,ICMP,483,Data,HTTP
10029,48960,UDP,935,Control,FTP
63750,28590,UDP,1266,Data,DNS
64524,52528,ICMP,569,Data,HTTP
21218,32376,UDP,917,Data,HTTP
4134,57178,ICMP,542,Control,HTTP
13074,34911,ICMP,994,Data,DNS
38515,4531,TCP,295,Data,FTP
12973,34567,TCP,752,Control,DNS
38310,12640,UDP,1094,Data,HTTP
48817,15737,ICMP,1008,Control,DNS
17938,20749,TCP,257,Control,FTP
27025,36600,UDP,1406,Control,DNS
62206,17287,TCP,507,Control,HTTP
25826,17049,UDP,1006,Data,FTP
62796,40842,UDP,420,Control,HTTP
34047,56368,UDP,843,Data,DNS
64281,63355,TCP,632,Control,HTTP
54856,16719,TCP,127,Control,DNS
7646,64475,UDP,219,Data,DNS
15435,27712,UDP,1064,Control,DNS
17595,36150,ICMP,543,Data,DNS
27176,59645,ICMP,1331,Data,HTTP
27472,50153,UDP,1127,Data,FTP
46590,21666,ICMP,726,Control,HTTP
14713,8810,ICMP,255,Control,HTTP
61013,25401,TCP,275,Control,HTTP
27080,45489,ICMP,753,Control,HTTP
10779,4880,UDP,1496,Control,HTTP
9768,8436,TCP,1182,Control,DNS
33228,34865,UDP,575,Control,DNS
49334,48915,UDP,114,Control,DNS
20937,8766,ICMP,180,Data,HTTP
55181,26621,TCP,635,Control,DNS
32420,38872,TCP,540,Data,HTTP
45111,47018,UDP,836,Data,FTP
62084,30836,ICMP,1141,Data,DNS
58396,48621,ICMP,661,Data,FTP
6412,62809,UDP,91,Data,DNS
8255,12425,TCP,1190,Data,FTP
48358,10711,TCP,948,Data,HTTP
61221,10445,UDP,1257,Control,DNS
20649,50274,ICMP,129,Data,DNS
27819,53055,UDP,738,Data,DNS
18265,17521,TCP,137,Control,FTP
45614,19485,ICMP,1005,Data,HTTP
25196,1628,TCP,1213,Control,HTTP
23961,61623,ICMP,622,Control,FTP
34503,30542,TCP,1172,Data,HTTP
39161,1969,ICMP,490,Control,FTP
16620,8767,ICMP,779,Data,DNS
6941,43998,TCP,1277,Control,FTP
35977,16394,ICMP,266,Data,HTTP
52598,28937,ICMP,98,Data,HTTP
7814,15436,TCP,880,Control,DNS
49400,23784,UDP,733,Data,FTP
26515,25769,TCP,642,Control,DNS
59445,16773,TCP,752,Control,HTTP
55499,35236,UDP,1172,Control,HTTP
20096,28616,ICMP,506,Data,FTP
6295,59783,ICMP,222,Control,DNS
42879,18421,UDP,596,Data,FTP
15019,39444,TCP,195,Control,HTTP
49527,28738,ICMP,467,Data,FTP
38342,16834,ICMP,1363,Data,DNS
29981,35132,UDP,1243,Data,FTP
16588,62130,UDP,698,Data,HTTP
57783,52236,ICMP,935,Control,HTTP
45698,61450,TCP,225,Control,FTP
33779,20636,TCP,871,Data,FTP
26120,56501,ICMP,953,Data,FTP
24489,8412,ICMP,1405,Control,FTP
22556,64710,TCP,998,Data,DNS
15856,20695,ICMP,1347,Control,FTP
33564,5787,TCP,65,Control,FTP
19569,62539,ICMP,651,Control,FTP
17748,54267,ICMP,321,Control,HTTP
38665,4873,TCP,1072,Data,HTTP
6981,20704,TCP,138,Data,DNS
46251,27737,TCP,648,Control,HTTP
41404,26999,TCP,475,Control,HTTP
23170,2736,UDP,1026,Control,HTTP
39888,18107,TCP,1130,Control,FTP
13712,4297,ICMP,1123,Control,FTP
16483,55904,ICMP,483,Control,HTTP
24941,50042,TCP,1199,Control,HTTP
39109,48761,TCP,133,Data,HTTP
54542,56474,TCP,593,Data,FTP
35876,9181,TCP,694,Data,FTP
35157,51678,UDP,1348,Data,FTP
41014,63943,ICMP,1306,Data,FTP
9519,7665,UDP,281,Data,HTTP
33156,46110,UDP,760,Control,HTTP
29012,52184,TCP,131,Control,HTTP
28951,1547,TCP,1385,Control,FTP
16068,32043,ICMP,496,Control,HTTP
22868,41345,ICMP,784,Control,FTP
62282,33338,TCP,220,Data,DNS
33757,57582,ICMP,628,Control,DNS
29064,55432,ICMP,542,Control,DNS
42128,18568,TCP,89,Control,HTTP
36422,2652,TCP,591,Data,HTTP
33950,13437,TCP,482,Data,DNS
48177,10593,UDP,906,Control,HTTP
17642,46338,UDP,898,Control,DNS
24990,4374,UDP,871,Data,HTTP
32552,50215,ICMP,700,Data,DNS
10118,18008,TCP,1286,Data,DNS
14090,12900,ICMP,785,Control,DNS
31811,20114,ICMP,1125,Data,HTTP
21762,59180,TCP,123,Control,FTP
29025,45331,ICMP,1071,Data,FTP
23452,13521,TCP,604,Data,DNS
54071,19714,ICMP,119,Data,DNS
8031,39081,ICMP,638,Data,DNS
44906,60551,TCP,435,Control,FTP
31690,39772,TCP,761,Control,FTP
39739,35505,ICMP,276,Control,FTP
17968,37015,ICMP,282,Control,DNS
47227,29693,UDP,1015,Data,DNS
34593,18456,ICMP,1148,Control,FTP
14868,43046,UDP,1208,Data,DNS
55669,22288,ICMP,714,Data,DNS
46401,12454,ICMP,235,Data,FTP
24809,51636,TCP,867,Data,DNS
54873,19159,ICMP,917,Control,DNS
51264,18077,UDP,765,Data,FTP
29785,34368,TCP,711,Data,HTTP
58686,1193,TCP,1220,Control,DNS
7580,28036,UDP,1075,Data,HTTP
19594,13095,ICMP,1477,Control,FTP
63999,6651,ICMP,587,Data,FTP
20318,23587,TCP,840,Control,DNS
4980,29169,UDP,634,Control,DNS
34676,29587,UDP,540,Data,FTP
48692,32894,TCP,1067,Control,HTTP
16710,17612,UDP,304,Data,HTTP
14957,20790,TCP,349,Data,HTTP
4333,59314,ICMP,176,Data,HTTP
53700,25771,UDP,267,Control,DNS
22877,36752,UDP,111,Data,DNS
59948,63808,TCP,1146,Data,FTP
2928,45725,UDP,1034,Data,DNS
34622,13633,UDP,1193,Control,DNS
14135,16994,TCP,577,Control,FTP
4186,55766,UDP,829,Control,FTP
35546,42724,UDP,540,Control,HTTP
1496,18642,ICMP,515,Data,DNS
11339,48911,ICMP,179,Control,HTTP
22935,31137,ICMP,945,Data,DNS
34656,36491,TCP,1422,Data,FTP
35166,40789,TCP,1203,Data,HTTP
52151,7001,UDP,260,Control,DNS
35519,23046,UDP,283,Data,FTP
49597,46958,UDP,328,Control,HTTP
58979,10121,ICMP,354,Data,DNS
23138,45359,TCP,720,Control,HTTP
11360,21877,TCP,102,Control,DNS
51808,6384,TCP,752,Data,HTTP
57156,47493,UDP,642,Control,HTTP
49969,28170,TCP,508,Control,HTTP
40570,1967,UDP,1229,Control,DNS
3101,46694,ICMP,368,Control,DNS
35634,61482,ICMP,1469,Data,FTP
51480,9743,ICMP,315,Data,DNS
15004,24462,UDP,291,Control,HTTP
52810,25114,TCP,1382,Data,DNS
12305,18984,UDP,578,Control,FTP
41041,59377,ICMP,948,Control,FTP
57136,43720,UDP,982,Data,DNS
65191,10885,UDP,266,Data,DNS
57699,30511,ICMP,455,Control,DNS
17258,45354,ICMP,672,Control,DNS
32898,64542,UDP,135,Control,HTTP
22735,27059,TCP,78,Data,FTP
7867,6459,TCP,1087,Control,DNS
39576,22139,UDP,212,Control,DNS
1355,7326,UDP,444,Control,FTP
9440,21991,ICMP,1013,Control,DNS
48355,39073,ICMP,1388,Control,FTP
10560,40760,UDP,532,Control,FTP
52242,58411,TCP,324,Data,HTTP
38046,1995,TCP,1438,Control,HTTP
42437,53699,TCP,517,Data,DNS
40160,63528,ICMP,1108,Control,FTP
63503,45110,UDP,1231,Data,DNS
8954,27444,TCP,437,Control,HTTP
23934,64698,UDP,1146,Control,HTTP
6898,8623,TCP,1231,Control,HTTP
9695,17321,UDP,1203,Data,DNS
15608,25305,TCP,1309,Data,FTP
32388,25889,ICMP,1320,Data,FTP
36448,18963,ICMP,1489,Control,HTTP
62450,52970,TCP,810,Data,DNS
63030,37091,ICMP,1491,Control,FTP
10460,26097,TCP,845,Data,DNS
21070,50315,UDP,168,Control,HTTP
18730,54333,UDP,255,Control,HTTP
7368,8162,ICMP,1287,Data,FTP
47932,48026,ICMP,1023,Control,DNS
65068,9128,UDP,632,Data,DNS
56236,5657,ICMP,870,Data,HTTP
47802,18351,ICMP,1337,Data,FTP
16713,14812,ICMP,1408,Data,HTTP
8758,23546,ICMP,1419,Control,DNS
64825,39307,UDP,1455,Data,HTTP
41405,35794,ICMP,539,Data,DNS
29574,32404,ICMP,1249,Control,DNS
48871,20961,TCP,874,Data,HTTP
42110,23485,TCP,1149,Data,DNS
32328,5850,UDP,502,Data,DNS
32318,10842,TCP,127,Data,HTTP
35271,9359,TCP,1366,Data,FTP
13685,17413,TCP,214,Data,DNS
35309,14405,UDP,441,Control,FTP
36609,37338,UDP,899,Data,HTTP
20434,19093,ICMP,1097,Data,DNS
14800,21823,UDP,431,Control,DNS
31336,41034,UDP,526,Control,FTP
59262,3283,ICMP,1484,Data,HTTP
55456,63531,UDP,129,Control,HTTP
3407,47743,TCP,400,Data,HTTP
50189,3503,UDP,1247,Control,FTP
43510,6750,UDP,389,Control,FTP
43772,34242,UDP,1301,Control,HTTP
6382,33687,ICMP,1366,Data,DNS
16521,38277,ICMP,1223,Data,DNS
56951,11926,ICMP,223,Control,HTTP
13386,36023,TCP,110,Control,HTTP
21394,40469,TCP,346,Data,FTP
13440,14155,TCP,1462,Data,DNS
29327,29122,UDP,795,Control,HTTP
2086,5212,ICMP,511,Data,FTP
45981,20098,ICMP,1046,Data,DNS
57255,32697,UDP,1100,Data,HTTP
16473,37545,TCP,370,Control,DNS
22755,46791,TCP,1072,Control,DNS
46336,6716,TCP,791,Data,FTP
36954,31296,TCP,1428,Data,FTP
45592,16297,ICMP,858,Control,FTP
35615,18785,UDP,573,Control,HTTP
42669,18062,TCP,923,Data,FTP
53435,43459,TCP,327,Data,DNS
65013,5815,UDP,705,Control,FTP
32309,50256,ICMP,866,Control,DNS
39759,20981,ICMP,1245,Data,DNS
25048,43458,ICMP,1433,Control,DNS
52987,47236,ICMP,95,Data,HTTP
17001,33468,TCP,305,Control,HTTP
12713,34143,UDP,265,Control,HTTP
6707,14973,TCP,1097,Data,DNS
1311,19501,UDP,169,Data,DNS
26124,49246,UDP,1436,Control,FTP
16680,30373,ICMP,1208,Data,FTP
2599,29349,TCP,543,Control,FTP
59084,9296,ICMP,1280,Data,DNS
18021,12769,UDP,1390,Control,FTP
21669,13426,UDP,1030,Data,DNS
36654,16859,UDP,194,Data,DNS
35645,3852,ICMP,1136,Data,FTP
21471,40085,TCP,788,Control,DNS
15189,11437,UDP,788,Control,FTP
39733,23544,UDP,229,Data,FTP
14389,11427,ICMP,1265,Data,HTTP
53451,15780,UDP,946,Control,HTTP
32752,27537,UDP,258,Control,DNS
35583,32497,ICMP,227,Data,FTP
8191,16041,ICMP,617,Data,HTTP
28599,8504,TCP,344,Data,DNS
53400,38032,TCP,632,Control,HTTP
44584,63162,ICMP,184,Data,HTTP
26291,13924,UDP,1259,Data,FTP
55090,60375,UDP,1208,Control,HTTP
5857,34655,TCP,1451,Data,HTTP
60733,24071,TCP,74,Data,FTP
60356,60626,TCP,1049,Control,DNS
31177,26007,TCP,138,Control,FTP
52814,43739,UDP,324,Data,DNS
25330,42158,TCP,399,Data,FTP
8570,45612,ICMP,762,Data,HTTP
30893,56761,UDP,769,Control,DNS
40767,2396,TCP,1227,Data,HTTP
22837,41423,UDP,132,Control,DNS
4566,35066,UDP,243,Data,FTP
15155,57640,UDP,1024,Data,DNS
53976,56345,ICMP,1091,Data,HTTP
51638,29035,TCP,972,Data,DNS
54370,15150,ICMP,1291,Control,DNS
15035,5548,ICMP,899,Control,DNS
27543,46200,UDP,195,Data,HTTP
51357,40525,UDP,456,Control,HTTP
58190,43006,TCP,1340,Data,FTP
28169,35155,TCP,151,Control,DNS
16265,58280,UDP,1029,Data,FTP
64800,2619,UDP,620,Data,FTP
4122,59786,TCP,1020,Control,FTP
41730,55277,TCP,215,Control,DNS
9217,4664,UDP,1286,Data,DNS
13036,52558,UDP,1482,Control,FTP
52664,45732,TCP,1462,Control,HTTP
50086,14253,ICMP,1043,Control,DNS
26796,55319,TCP,311,Data,FTP
16418,39485,TCP,490,Control,HTTP
1810,64749,UDP,403,Data,HTTP
44198,63563,ICMP,854,Control,FTP
31440,48976,UDP,83,Data,HTTP
41972,23283,TCP,1165,Control,HTTP
60414,30135,TCP,245,Data,HTTP
36862,21475,UDP,472,Data,FTP
54237,18006,TCP,1498,Control,FTP
16032,61988,ICMP,558,Data,HTTP
14233,63353,UDP,1199,Control,FTP
14234,42034,ICMP,1438,Data,HTTP
55316,29861,TCP,679,Data,FTP
4293,40736,UDP,725,Data,DNS
18743,40528,TCP,677,Control,FTP
41168,10990,ICMP,1159,Data,HTTP
1510,42463,TCP,1020,Control,HTTP
1096,22794,ICMP,958,Control,FTP
36598,50805,UDP,808,Control,FTP
48143,10171,UDP,1323,Control,FTP
43166,32298,UDP,1457,Control,HTTP
47086,58080,TCP,1355,Data,DNS
15211,12328,UDP,104,Data,FTP
54303,27477,TCP,602,Control,DNS
56281,26196,UDP,1169,Data,FTP
7659,12732,TCP,854,Control,FTP
34469,49481,ICMP,1484,Control,HTTP
23837,57459,UDP,1458,Control,FTP
4980,16049,TCP,165,Control,FTP
59236,47991,UDP,99,Control,FTP
9104,8579,TCP,1256,Control,HTTP
31273,24590,TCP,1276,Control,FTP
25270,6498,ICMP,830,Control,FTP
60990,16679,TCP,1068,Data,DNS
31752,39957,ICMP,135,Data,FTP
65191,34058,UDP,925,Data,DNS
5637,20846,ICMP,455,Data,HTTP
28041,11039,TCP,601,Data,FTP
38649,12358,ICMP,1008,Control,FTP
9911,51880,UDP,747,Data,DNS
13070,39098,TCP,1433,Control,DNS
31945,10451,ICMP,138,Control,HTTP
4941,18313,UDP,1474,Control,HTTP
45279,9294,ICMP,1315,Control,HTTP
30589,23003,UDP,285,Data,HTTP
65347,53777,ICMP,542,Control,DNS
18949,55476,ICMP,1344,Control,DNS
10730,35220,UDP,174,Data,DNS
42100,36756,UDP,1229,Data,FTP
54283,51939,UDP,943,Control,FTP
27504,22377,TCP,1307,Control,FTP
46289,18501,TCP,549,Data,HTTP
44975,12750,UDP,1429,Data,FTP
53353,5471,ICMP,1485,Control,FTP
40451,1933,UDP,208,Data,DNS
52672,56212,TCP,484,Data,FTP
7330,18190,TCP,340,Data,FTP
33759,7018,ICMP,1237,Data,HTTP
49427,46770,ICMP,1341,Control,FTP
50500,14564,UDP,1478,Control,DNS
57794,20923,UDP,971,Control,HTTP
16346,19547,TCP,295,Control,DNS
29264,29845,TCP,1043,Data,FTP
39783,54134,ICMP,68,Data,DNS
47437,63963,ICMP,1479,Control,HTTP
55699,41177,ICMP,383,Data,FTP
10014,14818,ICMP,383,Control,HTTP
45016,56863,TCP,1048,Data,HTTP
49859,9631,TCP,757,Control,HTTP
50305,28156,ICMP,82,Control,HTTP
33947,17222,TCP,964,Control,FTP
8251,35730,UDP,204,Control,HTTP
34959,11923,ICMP,958,Control,FTP
20643,49281,UDP,1310,Control,DNS
47799,62189,UDP,240,Data,DNS
44003,13414,ICMP,1129,Control,HTTP
58494,24784,ICMP,640,Data,HTTP
36993,14286,UDP,1294,Control,DNS
42847,64500,TCP,526,Data,DNS
62575,33614,ICMP,442,Data,FTP
16498,31515,ICMP,454,Control,HTTP
1239,17661,UDP,685,Control,DNS
7688,1229,ICMP,709,Control,HTTP
20420,36724,UDP,237,Control,DNS
47152,11660,UDP,798,Data,DNS
30841,42959,ICMP,837,Control,FTP
22560,64392,ICMP,1374,Data,FTP
51770,33765,TCP,798,Control,HTTP
31279,21041,TCP,432,Data,FTP
58267,2894,ICMP,973,Data,DNS
51426,12130,TCP,1106,Data,DNS
5004,48885,TCP,1112,Data,FTP
50508,41417,TCP,366,Data,FTP
16356,22735,UDP,151,Control,FTP
61472,61509,UDP,869,Control,FTP
33197,46241,TCP,110,Data,DNS
41512,31489,UDP,307,Control,HTTP
10267,40843,ICMP,137,Control,FTP
22530,4770,ICMP,1122,Control,HTTP
60357,33994,TCP,1242,Control,HTTP
3823,29433,UDP,259,Control,FTP
19104,14940,TCP,1107,Data,DNS
43985,53100,ICMP,1487,Control,FTP
10764,30245,ICMP,259,Control,DNS
49127,19729,ICMP,1264,Control,DNS
63226,42266,UDP,1107,Control,FTP
60417,15608,TCP,808,Control,HTTP
12986,61143,TCP,1181,Data,HTTP
49671,27274,ICMP,555,Data,FTP
15545,7073,TCP,384,Control,HTTP
63296,48764,ICMP,809,Data,FTP
44552,36654,TCP,1472,Control,DNS
51166,16998,ICMP,397,Control,DNS
44701,22551,ICMP,686,Data,HTTP
47798,23478,ICMP,1283,Control,FTP
36001,63988,TCP,991,Control,FTP
18374,52949,TCP,736,Control,HTTP
2404,39958,ICMP,167,Data,DNS
26861,32620,ICMP,483,Control,HTTP
49151,44747,ICMP,1378,Data,DNS
63273,51534,ICMP,420,Control,FTP
49974,21804,TCP,680,Data,DNS
49558,56883,UDP,630,Data,HTTP
23796,22034,TCP,607,Control,FTP
60039,51311,ICMP,1244,Data,HTTP
16290,21374,UDP,1454,Control,FTP
57269,28617,ICMP,977,Data,DNS
34285,61171,TCP,351,Control,FTP
9731,40276,TCP,1116,Control,FTP
10362,35460,TCP,1335,Control,HTTP
4183,11418,TCP,129,Control,DNS
65255,22504,ICMP,1109,Control,HTTP
52041,50250,ICMP,700,Control,HTTP
46689,48998,UDP,237,Control,FTP
42729,12585,ICMP,850,Control,DNS
59669,8354,UDP,1063,Control,DNS
29358,34979,TCP,1308,Data,DNS
52707,41253,TCP,1150,Data,HTTP
21487,34815,TCP,1361,Data,FTP
55487,30903,TCP,357,Control,HTTP
53429,41995,ICMP,1069,Control,FTP
60730,16259,ICMP,298,Control,DNS
12208,6833,ICMP,1323,Control,FTP
59946,42357,ICMP,127,Data,HTTP
49697,3253,TCP,210,Data,DNS
58882,5660,ICMP,960,Control,DNS
4551,33703,UDP,485,Control,HTTP
51189,33429,UDP,965,Control,HTTP
50031,13451,TCP,509,Control,FTP
1716,1939,TCP,1018,Control,HTTP
37627,52973,TCP,1472,Control,DNS
5697,36988,UDP,975,Control,DNS
59875,62459,ICMP,855,Data,FTP
8565,53939,UDP,1152,Data,DNS
54387,11163,UDP,703,Control,HTTP
35538,34305,ICMP,1225,Data,DNS
32818,59959,UDP,237,Control,FTP
51028,49619,ICMP,554,Data,FTP
51383,44448,TCP,1330,Control,FTP
28452,25263,TCP,330,Data,HTTP
12243,5469,TCP,1382,Control,DNS
58727,15616,TCP,365,Control,FTP
22378,27601,TCP,1419,Data,DNS
15695,45071,ICMP,1409,Control,HTTP
25695,39534,UDP,453,Data,DNS
48516,56611,ICMP,490,Control,DNS
4093,8383,TCP,910,Control,HTTP
19145,43681,UDP,442,Control,FTP
16163,15210,TCP,546,Control,FTP
6652,46545,TCP,671,Data,HTTP
46088,4890,ICMP,399,Data,HTTP
48873,42608,UDP,137,Data,FTP
27013,47230,UDP,412,Control,HTTP
44364,56836,UDP,925,Control,FTP
53261,11046,TCP,70,Control,HTTP
41384,11592,TCP,862,Control,FTP
8933,59451,ICMP,673,Control,DNS
26203,40638,TCP,106,Data,DNS
8207,30294,TCP,820,Data,FTP
38239,10720,TCP,340,Data,FTP
57675,57726,ICMP,1422,Control,FTP
38141,15270,ICMP,1010,Control,FTP
56140,41602,ICMP,475,Control,FTP
39753,11576,TCP,493,Data,DNS
24098,54644,ICMP,1291,Data,FTP
7636,25855,TCP,1049,Control,DNS
59737,31829,UDP,1315,Control,FTP
45588,49566,UDP,571,Control,FTP
22611,30896,TCP,1031,Control,DNS
64894,58732,TCP,817,Data,HTTP
2186,8029,ICMP,1451,Control,HTTP
56305,37708,UDP,764,Control,DNS
10155,26295,TCP,1115,Control,FTP
58611,35929,UDP,1354,Data,FTP
20645,40247,TCP,1440,Data,DNS
35860,63999,ICMP,361,Data,FTP
25993,51766,UDP,622,Data,HTTP
61585,25683,TCP,1196,Data,DNS
1913,17799,ICMP,1445,Data,DNS
62114,11906,TCP,1171,Control,DNS
37465,53951,ICMP,1002,Data,HTTP
27481,31415,ICMP,1197,Data,FTP
44709,18117,UDP,530,Control,DNS
48582,61563,TCP,457,Data,HTTP
22644,63855,UDP,933,Data,HTTP
39733,12852,UDP,911,Data,HTTP
17605,63823,TCP,542,Control,HTTP
29071,63936,ICMP,869,Control,FTP
36849,50614,UDP,1138,Control,HTTP
54416,24994,UDP,894,Control,HTTP
50141,55422,ICMP,777,Control,HTTP
20756,38488,ICMP,1122,Control,HTTP
48092,11836,TCP,1453,Control,DNS
12771,41223,UDP,366,Control,DNS
65023,4573,TCP,1277,Control,DNS
38305,37843,TCP,555,Control,FTP
3242,43674,UDP,1256,Data,HTTP
1544,41169,ICMP,445,Control,DNS
40966,64000,ICMP,365,Data,DNS
62849,14753,ICMP,1423,Control,HTTP
17209,36248,UDP,518,Control,HTTP
12332,65037,UDP,371,Data,DNS
41483,58071,ICMP,535,Data,HTTP
17278,56779,UDP,951,Data,FTP
29080,15406,UDP,1426,Control,FTP
15521,28459,TCP,1195,Data,FTP
38820,38472,TCP,300,Data,FTP
43795,25641,UDP,651,Data,DNS
26540,6987,ICMP,1272,Data,HTTP
21080,22887,TCP,1147,Control,DNS
22315,8826,UDP,390,Data,HTTP
25479,43629,UDP,1383,Data,FTP
15589,51028,TCP,96,Control,FTP
15112,27234,ICMP,1471,Control,FTP
6830,52669,ICMP,677,Data,HTTP
47536,3689,UDP,928,Data,DNS
26782,25555,TCP,1210,Control,FTP
62832,8550,TCP,662,Control,HTTP
13922,42157,ICMP,452,Control,FTP
15831,19204,ICMP,583,Data,FTP
36217,50417,UDP,556,Control,HTTP
12866,12653,UDP,648,Control,HTTP
52215,32896,ICMP,233,Control,DNS
15642,51011,ICMP,871,Data,DNS
61159,38304,TCP,1226,Data,FTP
53127,50277,UDP,1166,Control,DNS
26559,32804,ICMP,1103,Data,DNS
32136,3135,UDP,1419,Control,HTTP
46894,53756,UDP,504,Data,DNS
37259,8734,TCP,717,Control,HTTP
15028,12531,TCP,1199,Control,HTTP
29242,56086,ICMP,1143,Data,HTTP
26807,58478,TCP,281,Control,HTTP
43541,28953,ICMP,1192,Data,HTTP
12652,17218,TCP,1366,Control,FTP
42491,13136,TCP,805,Control,FTP
36423,30228,ICMP,1293,Control,FTP
27551,46616,TCP,302,Control,DNS
48344,58272,ICMP,475,Control,FTP
48381,14925,TCP,1378,Data,DNS
2533,5986,ICMP,123,Data,FTP
48163,45860,UDP,1141,Data,DNS
34351,33754,TCP,82,Control,FTP
22121,55177,UDP,263,Data,FTP
52264,10087,ICMP,570,Data,DNS
28632,22786,ICMP,770,Control,DNS
33574,65390,ICMP,1292,Control,FTP
64902,22269,TCP,1033,Data,DNS
23588,45638,ICMP,1432,Data,DNS
58186,59770,ICMP,676,Control,DNS
62986,24957,UDP,308,Data,FTP
12319,24606,TCP,1015,Control,FTP
51312,45119,ICMP,265,Data,FTP
39198,7102,UDP,1050,Data,DNS
3883,37883,UDP,265,Data,HTTP
61353,47274,TCP,1475,Control,HTTP
62422,62179,TCP,251,Control,FTP
53633,13194,UDP,441,Control,FTP
54503,33291,ICMP,425,Control,HTTP
8560,4766,TCP,634,Control,HTTP
50969,21868,TCP,608,Control,HTTP
8328,27152,UDP,992,Data,HTTP
22520,57519,ICMP,1212,Data,HTTP
25774,39561,UDP,900,Data,DNS
26355,32332,ICMP,1241,Data,FTP
41174,30793,UDP,193,Data,DNS
25071,6427,UDP,303,Control,HTTP
1786,13892,UDP,434,Data,DNS
35424,33575,TCP,1069,Data,HTTP
24955,6386,ICMP,1098,Data,DNS
56653,29658,UDP,837,Control,HTTP
4529,45622,TCP,1309,Data,FTP
50082,16710,UDP,785,Control,HTTP
15898,61459,ICMP,1260,Control,HTTP
24908,19420,UDP,77,Control,FTP
44200,50382,TCP,375,Control,HTTP
45940,41445,TCP,1265,Control,DNS
43518,19756,UDP,1425,Data,FTP
41970,48816,TCP,119,Data,DNS
57144,5701,UDP,769,Data,DNS
37986,27454,UDP,425,Data,HTTP
26615,65436,ICMP,1457,Data,HTTP
5027,57031,TCP,296,Control,HTTP
51563,10179,UDP,251,Control,HTTP
34655,58714,ICMP,529,Control,DNS
48962,50354,TCP,848,Data,HTTP
42040,61419,TCP,806,Control,FTP
25090,59406,ICMP,248,Control,FTP
64439,27936,UDP,979,Control,FTP
25245,43141,UDP,922,Control,FTP
57305,40652,TCP,782,Data,HTTP
36028,40174,ICMP,560,Data,FTP
42190,8747,ICMP,532,Data,HTTP
63125,26184,UDP,1455,Control,DNS
22952,5057,UDP,1145,Control,HTTP
57054,13014,UDP,777,Control,DNS
51254,59691,TCP,1245,Control,FTP
29593,3836,ICMP,896,Control,FTP
3430,24806,UDP,1157,Control,DNS
35784,58697,UDP,584,Control,HTTP
30497,60236,TCP,992,Control,FTP
32469,29203,TCP,1089,Data,DNS
30807,19669,UDP,138,Data,HTTP
37925,55294,TCP,810,Control,FTP
38405,61285,TCP,1421,Data,HTTP
27671,65346,TCP,621,Control,FTP
53153,34139,UDP,806,Control,HTTP
18398,53267,ICMP,880,Control,HTTP
44588,29349,UDP,798,Data,HTTP
59386,55033,ICMP,108,Data,DNS
26453,49152,ICMP,89,Data,DNS
26452,51843,TCP,1215,Data,DNS
28478,61168,ICMP,950,Data,HTTP
55817,8472,UDP,1404,Data,DNS
22770,46120,ICMP,643,Control,HTTP
22023,2925,TCP,244,Data,FTP
13158,58334,ICMP,844,Data,DNS
38536,20660,ICMP,319,Data,HTTP
37948,57639,TCP,202,Data,DNS
37626,30518,TCP,329,Data,HTTP
53987,10765,TCP,827,Control,FTP
51428,2662,TCP,896,Control,DNS
9245,24162,TCP,503,Data,HTTP
21747,40420,UDP,941,Control,HTTP
38932,20995,TCP,1303,Control,FTP
32528,26091,TCP,1366,Data,DNS
43959,54715,UDP,228,Control,DNS
39505,40086,TCP,1440,Data,HTTP
1044,24887,UDP,281,Data,FTP
25148,60343,TCP,72,Control,FTP
43552,58825,ICMP,895,Control,FTP
59332,48082,TCP,813,Control,HTTP
48828,35456,UDP,1182,Control,HTTP
53204,13724,TCP,1265,Control,DNS
59285,33387,ICMP,317,Data,DNS
34177,22332,TCP,1444,Control,HTTP
55227,62906,UDP,818,Control,HTTP
4762,33094,TCP,419,Control,FTP
49911,54868,UDP,461,Data,HTTP
49099,16663,TCP,850,Data,DNS
13828,54190,TCP,1001,Data,DNS
40774,40811,TCP,973,Data,HTTP
54563,21466,UDP,1142,Data,HTTP
38587,26905,ICMP,294,Control,DNS
34559,43377,UDP,1484,Data,DNS
37135,8480,TCP,712,Data,DNS
38765,58384,ICMP,621,Data,HTTP
31656,5176,UDP,1444,Control,DNS
26318,20384,ICMP,553,Data,HTTP
20965,17289,ICMP,171,Data,DNS
26552,38820,TCP,540,Data,DNS
4912,35628,ICMP,1201,Data,HTTP
46595,38790,ICMP,748,Control,FTP
39697,6078,TCP,650,Control,DNS
58144,33162,ICMP,880,Data,HTTP
18330,12899,ICMP,1143,Control,DNS
2550,8333,ICMP,661,Data,DNS
4552,59830,TCP,808,Data,FTP
50104,20042,ICMP,488,Control,FTP
63209,11464,TCP,1304,Control,HTTP
32582,32710,TCP,979,Data,FTP
1195,57038,TCP,667,Control,DNS
55092,47361,ICMP,988,Control,DNS
